"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409954","3.3.2.3","45.4","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331409955","3.3.2.4","86","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409956","3.3.2.5","70","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409957","3.3.2.6","103","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331409958","3.3.3.1","47.4","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409959","3.3.3.2","40.3","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409960","3.3.3.3","54.5","","","","1"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331409961","3.3.3.4","108","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409962","3.3.3.5","92","","","","0"
"2021-07","Newfoundland and Labrador","2016A000210","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409963","3.3.3.6","124","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331409964","4.1.1.1","12.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409965","4.1.1.2","9.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409966","4.1.1.3","15.9","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331409967","4.1.1.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409968","4.1.1.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409969","4.1.1.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331409970","4.1.2.1","32.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409971","4.1.2.2","27.6","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409972","4.1.2.3","37.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331409973","4.1.2.4","43","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409974","4.1.2.5","37","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409975","4.1.2.6","50","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331409976","4.1.3.1","55.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409977","4.1.3.2","50.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409978","4.1.3.3","60.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331409979","4.1.3.4","75","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409980","4.1.3.5","68","","","","0"
"2021-07","Prince Edward Island","2016A000211","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409981","4.1.3.6","81","","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331409982","4.2.1.1","9.8","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409983","4.2.1.2","6.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409984","4.2.1.3","15.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331409985","4.2.1.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409986","4.2.1.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409987","4.2.1.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331409988","4.2.2.1","29.0","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409989","4.2.2.2","22.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409990","4.2.2.3","36.6","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331409991","4.2.2.4","19","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409992","4.2.2.5","14","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409993","4.2.2.6","24","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331409994","4.2.3.1","61.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409995","4.2.3.2","53.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331409996","4.2.3.3","68.3","","","","1"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331409997","4.2.3.4","40","","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409998","4.2.3.5","36","","","","0"
"2021-07","Prince Edward Island","2016A000211","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331409999","4.2.3.6","45","","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410000","4.3.1.1","14.4","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410001","4.3.1.2","10.2","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410002","4.3.1.3","20.1","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410003","4.3.1.4","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410004","4.3.1.5","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410005","4.3.1.6","","F","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410006","4.3.2.1","35.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410007","4.3.2.2","29.0","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410008","4.3.2.3","42.6","","","","1"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410009","4.3.2.4","24","E","","","0"
"2021-07","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410010","4.3.2.5","20","E","","","0"
