,REF_DATE,GEO,Gender,Indicators,UOM,VALUE
3387,2023-04,Nova Scotia,Women,Always or often feels lonely,Number,
3388,2023-04,Nova Scotia,Women,Always or often feels lonely,Number,
3389,2023-04,Nova Scotia,Women,Always or often feels lonely,Number,
3390,2023-04,Nova Scotia,Women,Sometimes feels lonely,Percent,35.8
3391,2023-04,Nova Scotia,Women,Sometimes feels lonely,Percent,28.8
3392,2023-04,Nova Scotia,Women,Sometimes feels lonely,Percent,43.4
3393,2023-04,Nova Scotia,Women,Sometimes feels lonely,Number,161.0
3394,2023-04,Nova Scotia,Women,Sometimes feels lonely,Number,127.0
3395,2023-04,Nova Scotia,Women,Sometimes feels lonely,Number,194.0
3396,2023-04,Nova Scotia,Women,Rarely or never feels lonely,Percent,50.2
3397,2023-04,Nova Scotia,Women,Rarely or never feels lonely,Percent,42.6
3398,2023-04,Nova Scotia,Women,Rarely or never feels lonely,Percent,57.8
3399,2023-04,Nova Scotia,Women,Rarely or never feels lonely,Number,226.0
3400,2023-04,Nova Scotia,Women,Rarely or never feels lonely,Number,191.0
3401,2023-04,Nova Scotia,Women,Rarely or never feels lonely,Number,260.0
3402,2023-04,New Brunswick,"Total, all persons",Always or often feels lonely,Percent,12.9
3403,2023-04,New Brunswick,"Total, all persons",Always or often feels lonely,Percent,9.0
3404,2023-04,New Brunswick,"Total, all persons",Always or often feels lonely,Percent,18.2
3405,2023-04,New Brunswick,"Total, all persons",Always or often feels lonely,Number,
3406,2023-04,New Brunswick,"Total, all persons",Always or often feels lonely,Number,
3407,2023-04,New Brunswick,"Total, all persons",Always or often feels lonely,Number,
3408,2023-04,New Brunswick,"Total, all persons",Sometimes feels lonely,Percent,30.2
3409,2023-04,New Brunswick,"Total, all persons",Sometimes feels lonely,Percent,24.3
3410,2023-04,New Brunswick,"Total, all persons",Sometimes feels lonely,Percent,36.9
3411,2023-04,New Brunswick,"Total, all persons",Sometimes feels lonely,Number,206.0
3412,2023-04,New Brunswick,"Total, all persons",Sometimes feels lonely,Number,163.0
3413,2023-04,New Brunswick,"Total, all persons",Sometimes feels lonely,Number,248.0
3414,2023-04,New Brunswick,"Total, all persons",Rarely or never feels lonely,Percent,56.8
3415,2023-04,New Brunswick,"Total, all persons",Rarely or never feels lonely,Percent,50.3
3416,2023-04,New Brunswick,"Total, all persons",Rarely or never feels lonely,Percent,63.1
3417,2023-04,New Brunswick,"Total, all persons",Rarely or never feels lonely,Number,386.0
3418,2023-04,New Brunswick,"Total, all persons",Rarely or never feels lonely,Number,343.0
3419,2023-04,New Brunswick,"Total, all persons",Rarely or never feels lonely,Number,430.0
3420,2023-04,New Brunswick,Men,Always or often feels lonely,Percent,6.8
3421,2023-04,New Brunswick,Men,Always or often feels lonely,Percent,3.2
3422,2023-04,New Brunswick,Men,Always or often feels lonely,Percent,14.1
3423,2023-04,New Brunswick,Men,Always or often feels lonely,Number,
