Geography,Population,Labour_Metric,Sex,Year,Indicator,Value
Ontario,Total population,Unemployment 8,Both sexes,2021,Persons,656.4
Ontario,Total population,Unemployment 8,Males,2021,Persons,344.1
Ontario,Total population,Unemployment 8,Females,2021,Persons,312.4
Ontario,Total population,Not in labour force 9,Both sexes,2021,Persons,"4,299.40"
Ontario,Total population,Not in labour force 9,Males,2021,Persons,"1,828.60"
Ontario,Total population,Not in labour force 9,Females,2021,Persons,"2,470.80"
Ontario,Total population,Population 5,Both sexes,2022,Persons,"12,517.20"
Ontario,Total population,Population 5,Males,2022,Persons,"6,148.20"
Ontario,Total population,Population 5,Females,2022,Persons,"6,369.00"
Ontario,Total population,Labour force 6,Both sexes,2022,Persons,"8,180.50"
Ontario,Total population,Labour force 6,Males,2022,Persons,"4,288.80"
Ontario,Total population,Labour force 6,Females,2022,Persons,"3,891.70"
Ontario,Total population,Employment 7,Both sexes,2022,Persons,"7,718.60"
Ontario,Total population,Employment 7,Males,2022,Persons,"4,051.90"
Ontario,Total population,Employment 7,Females,2022,Persons,"3,666.70"
Ontario,Total population,Unemployment 8,Both sexes,2022,Persons,461.8
Ontario,Total population,Unemployment 8,Males,2022,Persons,236.8
Ontario,Total population,Unemployment 8,Females,2022,Persons,225
Ontario,Total population,Not in labour force 9,Both sexes,2022,Persons,"4,336.70"
Ontario,Total population,Not in labour force 9,Males,2022,Persons,"1,859.40"
Ontario,Total population,Not in labour force 9,Females,2022,Persons,"2,477.30"
Ontario,Total population,Population 5,Both sexes,2023,Persons,"12,809.60"
Ontario,Total population,Population 5,Males,2023,Persons,"6,304.30"
Ontario,Total population,Population 5,Females,2023,Persons,"6,505.30"
Ontario,Total population,Labour force 6,Both sexes,2023,Persons,"8,387.90"
Ontario,Total population,Labour force 6,Males,2023,Persons,"4,405.80"
Ontario,Total population,Labour force 6,Females,2023,Persons,"3,982.10"
Ontario,Total population,Employment 7,Both sexes,2023,Persons,"7,907.90"
Ontario,Total population,Employment 7,Males,2023,Persons,"4,158.40"
Ontario,Total population,Employment 7,Females,2023,Persons,"3,749.50"
Ontario,Total population,Unemployment 8,Both sexes,2023,Persons,480
Ontario,Total population,Unemployment 8,Males,2023,Persons,247.5
Ontario,Total population,Unemployment 8,Females,2023,Persons,232.5
Ontario,Total population,Not in labour force 9,Both sexes,2023,Persons,"4,421.70"
Ontario,Total population,Not in labour force 9,Males,2023,Persons,"1,898.50"
Ontario,Total population,Not in labour force 9,Females,2023,Persons,"2,523.30"
Ontario,Total population,Population 5,Both sexes,2024,Persons,"13,296.70"
Ontario,Total population,Population 5,Males,2024,Persons,"6,569.60"
Ontario,Total population,Population 5,Females,2024,Persons,"6,727.10"
Ontario,Total population,Labour force 6,Both sexes,2024,Persons,"8,639.40"
Ontario,Total population,Labour force 6,Males,2024,Persons,"4,558.00"
Ontario,Total population,Labour force 6,Females,2024,Persons,"4,081.40"
Ontario,Total population,Employment 7,Both sexes,2024,Persons,"8,037.50"
Ontario,Total population,Employment 7,Males,2024,Persons,"4,224.90"
Ontario,Total population,Employment 7,Females,2024,Persons,"3,812.60"
Ontario,Total population,Unemployment 8,Both sexes,2024,Persons,602
Ontario,Total population,Unemployment 8,Males,2024,Persons,333.2
Ontario,Total population,Unemployment 8,Females,2024,Persons,268.8
Ontario,Total population,Not in labour force 9,Both sexes,2024,Persons,"4,657.20"
Ontario,Total population,Not in labour force 9,Males,2024,Persons,"2,011.50"
Ontario,Total population,Not in labour force 9,Females,2024,Persons,"2,645.70"
Ontario,Total population,Unemployment rate 10,Both sexes,2020,Percentage,9.8
Ontario,Total population,Unemployment rate 10,Males,2020,Percentage,9.6
Ontario,Total population,Unemployment rate 10,Females,2020,Percentage,10
Ontario,Total population,Participation rate 11,Both sexes,2020,Percentage,63.7
Ontario,Total population,Participation rate 11,Males,2020,Percentage,68.5
Ontario,Total population,Participation rate 11,Females,2020,Percentage,59
Ontario,Total population,Employment rate 12,Both sexes,2020,Percentage,57.4
Ontario,Total population,Employment rate 12,Males,2020,Percentage,61.9
Ontario,Total population,Employment rate 12,Females,2020,Percentage,53.1
Ontario,Total population,Unemployment rate 10,Both sexes,2021,Percentage,8.2
Ontario,Total population,Unemployment rate 10,Males,2021,Percentage,8.1
Ontario,Total population,Unemployment rate 10,Females,2021,Percentage,8.2
Ontario,Total population,Participation rate 11,Both sexes,2021,Percentage,65.2
Ontario,Total population,Participation rate 11,Males,2021,Percentage,69.8
Ontario,Total population,Participation rate 11,Females,2021,Percentage,60.7
Ontario,Total population,Employment rate 12,Both sexes,2021,Percentage,59.8
Ontario,Total population,Employment rate 12,Males,2021,Percentage,64.1
Ontario,Total population,Employment rate 12,Females,2021,Percentage,55.7
Ontario,Total population,Unemployment rate 10,Both sexes,2022,Percentage,5.6
Ontario,Total population,Unemployment rate 10,Males,2022,Percentage,5.5
Ontario,Total population,Unemployment rate 10,Females,2022,Percentage,5.8
Ontario,Total population,Participation rate 11,Both sexes,2022,Percentage,65.4
Ontario,Total population,Participation rate 11,Males,2022,Percentage,69.8
Ontario,Total population,Participation rate 11,Females,2022,Percentage,61.1
Ontario,Total population,Employment rate 12,Both sexes,2022,Percentage,61.7
Ontario,Total population,Employment rate 12,Males,2022,Percentage,65.9
Ontario,Total population,Employment rate 12,Females,2022,Percentage,57.6
Ontario,Total population,Unemployment rate 10,Both sexes,2023,Percentage,5.7
Ontario,Total population,Unemployment rate 10,Males,2023,Percentage,5.6
Ontario,Total population,Unemployment rate 10,Females,2023,Percentage,5.8
Ontario,Total population,Participation rate 11,Both sexes,2023,Percentage,65.5
Ontario,Total population,Participation rate 11,Males,2023,Percentage,69.9
Ontario,Total population,Participation rate 11,Females,2023,Percentage,61.2
Ontario,Total population,Employment rate 12,Both sexes,2023,Percentage,61.7
Ontario,Total population,Employment rate 12,Males,2023,Percentage,66
Ontario,Total population,Employment rate 12,Females,2023,Percentage,57.6
Ontario,Total population,Unemployment rate 10,Both sexes,2024,Percentage,7
Ontario,Total population,Unemployment rate 10,Males,2024,Percentage,7.3
Ontario,Total population,Unemployment rate 10,Females,2024,Percentage,6.6
Ontario,Total population,Participation rate 11,Both sexes,2024,Percentage,65
Ontario,Total population,Participation rate 11,Males,2024,Percentage,69.4
Ontario,Total population,Participation rate 11,Females,2024,Percentage,60.7
Ontario,Total population,Employment rate 12,Both sexes,2024,Percentage,60.4
Ontario,Total population,Employment rate 12,Males,2024,Percentage,64.3
Ontario,Total population,Employment rate 12,Females,2024,Percentage,56.7
Ontario,Indigenous population,Population 5,Both sexes,2020,Persons,295.8
Ontario,Indigenous population,Population 5,Males,2020,Persons,142.1
Ontario,Indigenous population,Population 5,Females,2020,Persons,153.7
Ontario,Indigenous population,Labour force 6,Both sexes,2020,Persons,175.2
Ontario,Indigenous population,Labour force 6,Males,2020,Persons,93.3
Ontario,Indigenous population,Labour force 6,Females,2020,Persons,81.9
Ontario,Indigenous population,Employment 7,Both sexes,2020,Persons,155
Ontario,Indigenous population,Employment 7,Males,2020,Persons,81.9
Ontario,Indigenous population,Employment 7,Females,2020,Persons,73.1
Ontario,Indigenous population,Unemployment 8,Both sexes,2020,Persons,20.2
Ontario,Indigenous population,Unemployment 8,Males,2020,Persons,11.4
Ontario,Indigenous population,Unemployment 8,Females,2020,Persons,8.8
Ontario,Indigenous population,Not in labour force 9,Both sexes,2020,Persons,120.6
Ontario,Indigenous population,Not in labour force 9,Males,2020,Persons,48.8
Ontario,Indigenous population,Not in labour force 9,Females,2020,Persons,71.9
Ontario,Indigenous population,Population 5,Both sexes,2021,Persons,306.6
Ontario,Indigenous population,Population 5,Males,2021,Persons,147.7
Ontario,Indigenous population,Population 5,Females,2021,Persons,159
Ontario,Indigenous population,Labour force 6,Both sexes,2021,Persons,190.5
Ontario,Indigenous population,Labour force 6,Males,2021,Persons,97.5
Ontario,Indigenous population,Labour force 6,Females,2021,Persons,93
Ontario,Indigenous population,Employment 7,Both sexes,2021,Persons,171.3
Ontario,Indigenous population,Employment 7,Males,2021,Persons,86.7
Ontario,Indigenous population,Employment 7,Females,2021,Persons,84.5
Ontario,Indigenous population,Unemployment 8,Both sexes,2021,Persons,19.3
Ontario,Indigenous population,Unemployment 8,Males,2021,Persons,10.8
Ontario,Indigenous population,Unemployment 8,Females,2021,Persons,8.5
Ontario,Indigenous population,Not in labour force 9,Both sexes,2021,Persons,116.1
Ontario,Indigenous population,Not in labour force 9,Males,2021,Persons,50.1
Ontario,Indigenous population,Not in labour force 9,Females,2021,Persons,66
Ontario,Indigenous population,Population 5,Both sexes,2022,Persons,317.1
Ontario,Indigenous population,Population 5,Males,2022,Persons,153.3
Ontario,Indigenous population,Population 5,Females,2022,Persons,163.8
Ontario,Indigenous population,Labour force 6,Both sexes,2022,Persons,203.3
Ontario,Indigenous population,Labour force 6,Males,2022,Persons,99.1
Ontario,Indigenous population,Labour force 6,Females,2022,Persons,104.2
Ontario,Indigenous population,Employment 7,Both sexes,2022,Persons,188.9
Ontario,Indigenous population,Employment 7,Males,2022,Persons,91
Ontario,Indigenous population,Employment 7,Females,2022,Persons,98
Ontario,Indigenous population,Unemployment 8,Both sexes,2022,Persons,14.4
Ontario,Indigenous population,Unemployment 8,Males,2022,Persons,8.1
Ontario,Indigenous population,Unemployment 8,Females,2022,Persons,6.3
Ontario,Indigenous population,Not in labour force 9,Both sexes,2022,Persons,113.8
Ontario,Indigenous population,Not in labour force 9,Males,2022,Persons,54.2
Ontario,Indigenous population,Not in labour force 9,Females,2022,Persons,59.6
Ontario,Indigenous population,Population 5,Both sexes,2023,Persons,327.5
Ontario,Indigenous population,Population 5,Males,2023,Persons,158.6
Ontario,Indigenous population,Population 5,Females,2023,Persons,168.9
Ontario,Indigenous population,Labour force 6,Both sexes,2023,Persons,216.7
Ontario,Indigenous population,Labour force 6,Males,2023,Persons,110.9
Ontario,Indigenous population,Labour force 6,Females,2023,Persons,105.9
Ontario,Indigenous population,Employment 7,Both sexes,2023,Persons,198.8
Ontario,Indigenous population,Employment 7,Males,2023,Persons,101.3
Ontario,Indigenous population,Employment 7,Females,2023,Persons,97.6
Ontario,Indigenous population,Unemployment 8,Both sexes,2023,Persons,17.9
Ontario,Indigenous population,Unemployment 8,Males,2023,Persons,9.6
Ontario,Indigenous population,Unemployment 8,Females,2023,Persons,8.3
Ontario,Indigenous population,Not in labour force 9,Both sexes,2023,Persons,110.8
Ontario,Indigenous population,Not in labour force 9,Males,2023,Persons,47.7
Ontario,Indigenous population,Not in labour force 9,Females,2023,Persons,63
Ontario,Indigenous population,Population 5,Both sexes,2024,Persons,338.5
Ontario,Indigenous population,Population 5,Males,2024,Persons,164.1
Ontario,Indigenous population,Population 5,Females,2024,Persons,174.4
Ontario,Indigenous population,Labour force 6,Both sexes,2024,Persons,210.5
Ontario,Indigenous population,Labour force 6,Males,2024,Persons,106.2
Ontario,Indigenous population,Labour force 6,Females,2024,Persons,104.3
Ontario,Indigenous population,Employment 7,Both sexes,2024,Persons,189.6
Ontario,Indigenous population,Employment 7,Males,2024,Persons,93.6
Ontario,Indigenous population,Employment 7,Females,2024,Persons,96
Ontario,Indigenous population,Unemployment 8,Both sexes,2024,Persons,21
Ontario,Indigenous population,Unemployment 8,Males,2024,Persons,12.6
Ontario,Indigenous population,Unemployment 8,Females,2024,Persons,8.3
Ontario,Indigenous population,Not in labour force 9,Both sexes,2024,Persons,127.9
Ontario,Indigenous population,Not in labour force 9,Males,2024,Persons,57.9
Ontario,Indigenous population,Not in labour force 9,Females,2024,Persons,70.1
Ontario,Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,11.5
Ontario,Indigenous population,Unemployment rate 10,Males,2020,Percentage,12.2
Ontario,Indigenous population,Unemployment rate 10,Females,2020,Percentage,10.8
Ontario,Indigenous population,Participation rate 11,Both sexes,2020,Percentage,59.2
Ontario,Indigenous population,Participation rate 11,Males,2020,Percentage,65.7
Ontario,Indigenous population,Participation rate 11,Females,2020,Percentage,53.3
Ontario,Indigenous population,Employment rate 12,Both sexes,2020,Percentage,52.4
Ontario,Indigenous population,Employment rate 12,Males,2020,Percentage,57.6
Ontario,Indigenous population,Employment rate 12,Females,2020,Percentage,47.5
Ontario,Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,10.1
Ontario,Indigenous population,Unemployment rate 10,Males,2021,Percentage,11.1
Ontario,Indigenous population,Unemployment rate 10,Females,2021,Percentage,9.1
Ontario,Indigenous population,Participation rate 11,Both sexes,2021,Percentage,62.1
Ontario,Indigenous population,Participation rate 11,Males,2021,Percentage,66
Ontario,Indigenous population,Participation rate 11,Females,2021,Percentage,58.5
Ontario,Indigenous population,Employment rate 12,Both sexes,2021,Percentage,55.9
Ontario,Indigenous population,Employment rate 12,Males,2021,Percentage,58.7
Ontario,Indigenous population,Employment rate 12,Females,2021,Percentage,53.2
Ontario,Indigenous population,Unemployment rate 10,Both sexes,2022,Percentage,7.1
Ontario,Indigenous population,Unemployment rate 10,Males,2022,Percentage,8.2
Ontario,Indigenous population,Unemployment rate 10,Females,2022,Percentage,6
Ontario,Indigenous population,Participation rate 11,Both sexes,2022,Percentage,64.1
Ontario,Indigenous population,Participation rate 11,Males,2022,Percentage,64.7
Ontario,Indigenous population,Participation rate 11,Females,2022,Percentage,63.6
Ontario,Indigenous population,Employment rate 12,Both sexes,2022,Percentage,59.6
Ontario,Indigenous population,Employment rate 12,Males,2022,Percentage,59.4
Ontario,Indigenous population,Employment rate 12,Females,2022,Percentage,59.8
Ontario,Indigenous population,Unemployment rate 10,Both sexes,2023,Percentage,8.3
Ontario,Indigenous population,Unemployment rate 10,Males,2023,Percentage,8.7
Ontario,Indigenous population,Unemployment rate 10,Females,2023,Percentage,7.8
Ontario,Indigenous population,Participation rate 11,Both sexes,2023,Percentage,66.2
Ontario,Indigenous population,Participation rate 11,Males,2023,Percentage,69.9
Ontario,Indigenous population,Participation rate 11,Females,2023,Percentage,62.7
Ontario,Indigenous population,Employment rate 12,Both sexes,2023,Percentage,60.7
Ontario,Indigenous population,Employment rate 12,Males,2023,Percentage,63.8
